window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,EWMFast,EWMSlow,SeasonalOffset,SeasonalDrift,DampedTrend,MeanRevert,MeanRevertSlow,SeasonalEWM,SeasonalTrend,EWMTrend,ZeroPred,Persistence,HAR_EWM
0,0.2463690788,0.04395669326,0.06699424237,0.05192412063,0.04704875126,0.04342199489,0.04224541783,0.06094545126,0.04764309153,0.04442866519,0.04562020674,0.04721154645,0.04638570547,0.05406860635,0.05500670895,0.6694356799,0.04687639698,0.04687639698
1,0.2491172552,0.0431494005,0.06399043649,0.05042322353,0.04606390372,0.04262176156,0.04359331727,0.0709413588,0.04633287713,0.04348278046,0.04555627704,0.0461076498,0.04495081678,0.05211500451,0.05350299552,0.6690986753,0.04688405991,0.04688405991
2,0.236638546,0.04275974631,0.05710774288,0.04792575911,0.04526380822,0.04211173579,0.04511946067,0.1043426022,0.04508120939,0.04412959144,0.04575077072,0.04654991627,0.0431885235,0.04771238938,0.04999675974,0.6685623527,0.04803588986,0.04692954943
3,0.246537447,0.04253819212,0.05503867939,0.04372082278,0.04479902983,0.04197706655,0.04653836787,0.1146124303,0.04384435341,0.04275793955,0.04577936232,0.04525103793,0.04105370864,0.04534072801,0.04924404994,0.6686297059,0.04349698499,0.04680322483
4,0.2247856855,0.04248492047,0.04934099689,0.03754295781,0.04433999583,0.04187775776,0.04655642807,0.08341606706,0.04428486153,0.04626052454,0.04629863799,0.04719648883,0.0380829908,0.03957560658,0.04519027099,0.6682875752,0.04929361865,0.04686835408
5,0.2511231601,0.04306985438,0.05358953401,0.03511762992,0.04415405914,0.04204471782,0.04301124811,0.07096929103,0.04920336232,0.05466482043,0.04708656669,0.04995613173,0.03659671918,0.03847566247,0.04386837408,0.6674541831,0.05741712451,0.04708122835
6,0.2406860143,0.04303625226,0.0512791127,0.03394583985,0.04328739643,0.04241295531,0.04778954014,0.03659773991,0.05430883542,0.05156767741,0.04692353681,0.04839416221,0.03551824018,0.0371183157,0.0429427363,0.6672430038,0.05220144987,0.04719910026
7,0.2557134926,0.04366058111,0.05695979297,0.03366756439,0.04304597154,0.04294760898,0.0461618118,0.03466625139,0.05559824035,0.05543619022,0.04739207402,0.04911491275,0.03513808921,0.03766945004,0.04304595292,0.6670300364,0.0538200438,0.04734582826
8,0.263676703,0.04427425936,0.06313420087,0.03363277018,0.04321310297,0.04356148839,0.04180165008,0.0368645601,0.05818526819,0.05789975449,0.04768417776,0.04927455261,0.03505326435,0.0385607034,0.04317046329,0.6666097045,0.05383105949,0.04749082029
9,0.2816049755,0.0436729677,0.05019826815,0.03366982564,0.04309340194,0.04364912584,0.04170781374,0.03378595039,0.05958322808,0.04667470977,0.04685485736,0.0460367687,0.03502988815,0.03510062024,0.04039989784,0.6659092903,0.04413479194,0.04743405059
10,0.2988469303,0.04412095249,0.0535951145,0.03373132274,0.04269173741,0.04374651238,0.04221554101,0.0539114289,0.05919833109,0.04757106677,0.04691299796,0.04607449844,0.03495545313,0.03565347567,0.04083518311,0.6650893092,0.04418657348,0.04739927128
11,0.3484245539,0.04402002692,0.04978625476,0.03303924203,0.04297587276,0.04357309267,0.04226379469,0.05473428965,0.06162555888,0.04412326217,0.04677637294,0.04540113732,0.03469340876,0.03443307802,0.0395459719,0.6643019915,0.042121768,0.04726815224
12,0.4139306247,0.04415437579,0.04881261289,0.03235937655,0.04332943633,0.04339237139,0.04595653713,0.05829010904,0.06506224722,0.04300738499,0.04675132036,0.04531630501,0.0345078744,0.03417342901,0.03910351172,0.6632093787,0.04186626896,0.04718889669
13,0.3657239676,0.04407544807,0.04493787885,0.0320004262,0.04337656498,0.04302019998,0.04693593085,0.0525755696,0.06855053455,0.04144165292,0.04664675519,0.04536339641,0.03446349129,0.03337258101,0.03848423436,0.6625704169,0.04220281541,0.04693082348
14,0.4010629654,0.04569578171,0.0445664674,0.03227965906,0.04511993751,0.04273113608,0.06109014153,0.03242209181,0.06570563465,0.06454416364,0.05020710826,0.0584872663,0.03499198332,0.03244335949,0.04357795045,0.6614232063,0.07976380736,0.04680911824
15,0.4634429514,0.04822811484,0.06417561322,0.03252802417,0.04633891582,0.04377916083,0.05983633921,0.04174603522,0.06156859919,0.08746826649,0.05331020057,0.06738666445,0.03531141952,0.03750108555,0.05187641457,0.6604044437,0.1035765484,0.04674223065
16,0.3945251703,0.0462817885,0.04418611899,0.03278541937,0.04704848304,0.04490415379,0.06013488397,0.03338686749,0.06035893783,0.05506285653,0.0500488244,0.05365844071,0.03571646288,0.03352583572,0.04514323175,0.6591620445,0.06273514777,0.0468367748
17,0.3907907903,0.04730636254,0.04530425742,0.03354531527,0.04797289893,0.04657293484,0.05718092993,0.03705732152,0.05903969333,0.05370667204,0.05050866678,0.05306409299,0.03661189973,0.03475240991,0.04630204663,0.6573495269,0.0594493486,0.04765118659
18,0.3715689182,0.04901744425,0.06006014347,0.03372552618,0.04835051298,0.04837729409,0.05183557048,0.04341842607,0.05631676689,0.07101857662,0.05289817974,0.06001619622,0.0368588604,0.03828252479,0.05248745158,0.656406343,0.07802309096,0.04761780426
19,0.3434151113,0.0485390313,0.04799976572,0.03378461301,0.04811147973,0.04919217899,0.04715315998,0.03751885518,0.053398747,0.05415232107,0.05097155273,0.05300861225,0.03684714809,0.03589209542,0.04780997708,0.6557615399,0.05802673101,0.0474585928
20,0.3567975461,0.04980634525,0.05676753819,0.03414730355,0.04831081256,0.05054273829,0.04669935629,0.06475254148,0.04915517941,0.06506567448,0.05263735354,0.05770963803,0.03694543615,0.03802484646,0.05138431862,0.6558114886,0.07028727233,0.04702799022
21,0.3330316842,0.04910072684,0.0465281792,0.03430910036,0.04849718884,0.05098846555,0.04679907858,0.08532337099,0.04478390142,0.05160756409,0.05101150274,0.05215972662,0.03712544963,0.0358552523,0.04733592272,0.6553426385,0.05489330366,0.04690375924
22,0.3281938136,0.04937021807,0.04640775919,0.03424735367,0.04879014567,0.05140796304,0.04741978273,0.08249561489,0.03924586251,0.05150102451,0.05121065304,0.05231700465,0.03752968088,0.03612523153,0.04738871381,0.6548250914,0.05492395535,0.04682265222
23,0.3291216791,0.04865815118,0.04461846873,0.03458651528,0.04892709479,0.05090689659,0.04843084142,0.05915175378,0.03654715419,0.04626959562,0.05008227751,0.04934404418,0.03805444017,0.03575276583,0.04540413991,0.6542654634,0.04772560671,0.04680146649
24,0.3611330688,0.04869074002,0.06426788121,0.03478011116,0.04849720374,0.04891203344,0.04829395935,0.03502156958,0.03590591624,0.05612303317,0.04917114973,0.04945154116,0.03809811175,0.03995977715,0.04705801234,0.6527511477,0.05188908055,0.04697318375
25,0.3635817468,0.04845830798,0.07300952822,0.03496235609,0.04776790738,0.0474457927,0.04646299407,0.03496235609,0.0357628949,0.06075320765,0.04918672517,0.0502281785,0.03792531416,0.04204136133,0.04894505814,0.6512053609,0.05464461446,0.0471485965
26,0.3289257288,0.05022658408,0.119792141,0.03538964316,0.04731498659,0.04613360763,0.04775391892,0.04899668321,0.0361723341,0.09192550182,0.05053440109,0.05730338767,0.03765067831,0.05348723754,0.0585626252,0.6494913101,0.07749032229,0.04733552411
27,0.3256726563,0.04907091334,0.1161181107,0.03543214872,0.04632885382,0.04592750967,0.04674058035,0.03822891787,0.03615828231,0.08499453217,0.05003204569,0.05508364365,0.03707966581,0.05285297707,0.05923668668,0.6479426622,0.07001984119,0.04754396901
28,0.3085459471,0.05096448585,0.166902706,0.03589959815,0.04601298273,0.04656630754,0.04575837031,0.04129216447,0.03635595366,0.1147419512,0.05173981562,0.06167295575,0.0367760174,0.06594517827,0.0708271116,0.6462316513,0.08973324299,0.04782135785
29,0.3069461286,0.05303336307,0.2156866342,0.03705677018,0.04549475387,0.0483789891,0.04604381695,0.05669914186,0.03735680878,0.1423540711,0.05351341888,0.06794368476,0.03668414429,0.07921368629,0.08299315721,0.6441833377,0.1075526699,0.04819147289
30,0.3174924552,0.05301213264,0.2281239778,0.03814457729,0.04504565522,0.05091679096,0.04558168724,0.05515464023,0.03844111785,0.1427446008,0.05346300825,0.0671511367,0.03659863397,0.08350170404,0.08713304996,0.6420262456,0.1040279642,0.04863062873
31,0.3100846708,0.05624919012,0.286393404,0.03944224492,0.04464305937,0.05473747849,0.0450063087,0.07044562697,0.0400913991,0.1750780791,0.05581082776,0.07468407601,0.03647287562,0.1001642719,0.1031496227,0.6392100453,0.1245995238,0.04922256246
32,0.3300174475,0.05849339068,0.3282067776,0.04117242992,0.04420749843,0.05942985415,0.05014680326,0.1091750339,0.04251091555,0.1936966926,0.05726110935,0.0785298571,0.0363961421,0.1130586937,0.1133711934,0.6365323663,0.1339236349,0.04990917444
33,0.3274341524,0.05858707801,0.328696698,0.04278101027,0.04397974908,0.06404476613,0.05030043796,0.1073787734,0.04560114816,0.1863776594,0.0568070896,0.0761520043,0.03643591329,0.115613021,0.1150105372,0.6339618564,0.1253270805,0.05065372586
34,0.3716031611,0.05805204436,0.3179370463,0.04455822706,0.04384366795,0.06801569462,0.05266320705,0.1173580289,0.04921067879,0.1727781296,0.05580581352,0.072295174,0.03673018515,0.115066804,0.113211602,0.6315165162,0.1130733714,0.05141047761
35,0.415707022,0.04742284119,0.1691918373,0.04469581321,0.04387093708,0.06606066972,0.05376411974,0.05711619556,0.04908615723,0.07821504027,0.04723740742,0.04911159351,0.03677869216,0.07384244353,0.07442180067,0.6306726336,0.05252823606,0.05148587003
36,0.4787003994,0.04976421595,0.1907894462,0.04537346959,0.04408208653,0.06548836082,0.05101385713,0.07526593655,0.04984979704,0.09100601822,0.04857086018,0.05216662213,0.03718647733,0.08118002862,0.08118890971,0.629137814,0.05951860547,0.05178207159
37,0.4429185092,0.04845502973,0.1674456447,0.04628556967,0.04456087947,0.06418802589,0.04630254582,0.1534594446,0.05075797439,0.07810429484,0.04733155295,0.04936711863,0.03793374076,0.07561589777,0.07630103081,0.6273975968,0.0529034473,0.05205346644
38,0.517907083,0.04183519259,0.0815674141,0.04710608348,0.0444638133,0.05896620452,0.05284718052,0.09962608665,0.05328866839,0.04193868116,0.0430174917,0.04381144047,0.03850028664,0.0502525121,0.05182329193,0.6260916591,0.04656267539,0.0518129319
39,0.3649497032,0.04126474634,0.05929074064,0.04809284583,0.04527861997,0.05452079698,0.05503314734,0.04809284583,0.05656845868,0.04234926775,0.04324606061,0.04673643038,0.03971898556,0.04360938445,0.04629176483,0.6244087219,0.05756736174,0.05208175257
40,0.3950273991,0.04178399965,0.05436779931,0.04836208746,0.04579645395,0.05108566582,0.05321487784,0.04527027532,0.0568379648,0.04417958483,0.04376398027,0.04768160358,0.04001653567,0.04193556309,0.04565460607,0.6231191158,0.05968173221,0.05188826844
41,0.3330800831,0.0425259769,0.05103341863,0.04845746234,0.04620810971,0.04890970513,0.05581979081,0.05419811234,0.0563169308,0.04635669664,0.04435251281,0.04871350154,0.04002125934,0.04050041363,0.04530155286,0.6218479276,0.06186910346,0.05174742267
42,0.3601407111,0.04289257154,0.04721330479,0.04850162566,0.04613747075,0.04673823714,0.05313813686,0.04302801564,0.05612078309,0.0592998378,0.04479587451,0.05415002629,0.03976594284,0.0364097394,0.04406701401,0.6216706634,0.08118057996,0.0507302992
