window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,EWMFast,EWMSlow,SeasonalOffset,SeasonalDrift,DampedTrend,MeanRevert,MeanRevertSlow,SeasonalEWM,SeasonalTrend,EWMTrend,ZeroPred,Persistence,HAR_EWM
0,0.07813262194,0.005174412858,0.02421357296,0.003071796149,0.00101590855,0.001451174379,0.0007220569532,0.005440703128,0.003694533138,0.004903078079,0.0006976926816,0.0007829312235,0.001522995532,0.007809897419,0.007821042091,0.002938957885,0.001021129778,0.001021129778
1,0.07673785836,0.005172420293,0.02458958328,0.003047527047,0.001025154837,0.001408608747,0.0007104003453,0.005668733269,0.003752373159,0.005155256018,0.0007194879581,0.000826374453,0.001521644532,0.007938508876,0.007950176485,0.002959214151,0.001029617619,0.001029617619
2,0.08346772194,0.005168368574,0.02460074425,0.003022542456,0.001040132134,0.001377684413,0.0006826294702,0.005582595244,0.003728438867,0.005236326251,0.0007340876036,0.000850295939,0.001521527185,0.007975101471,0.007986116223,0.002979881363,0.00107116357,0.001039133407
3,0.08304277807,0.005157350097,0.02347076684,0.002999547869,0.001039133524,0.001332361833,0.0006966466899,0.005543055478,0.003715740517,0.004787351936,0.00071798102,0.0008029841702,0.001517182798,0.007714455482,0.007663555443,0.002998507349,0.0009537072037,0.001044249861
4,0.08293231577,0.005148674827,0.02314119972,0.002972318791,0.001019142917,0.001293562469,0.0007985625416,0.006659612525,0.004010053817,0.004742187448,0.0007259735721,0.0008109689225,0.001505370368,0.007654441521,0.007535017561,0.003016232746,0.0009602417704,0.001048884704
5,0.08341977,0.005132409278,0.02296891063,0.002931633964,0.001022531651,0.001268748427,0.0008075932856,0.007071642671,0.00411234377,0.004836542998,0.0007467572577,0.0008444113191,0.001496373094,0.007633464877,0.007499262225,0.003035261529,0.001018243842,0.001055663102
6,0.07723166049,0.005110274535,0.02255006135,0.002890281146,0.001039289753,0.001253096736,0.0007609908353,0.00686379848,0.004048794042,0.004826717079,0.0007638493553,0.0008666535723,0.001492070034,0.007551611867,0.007418477908,0.003057835624,0.00104932359,0.001065104618
7,0.09001018852,0.005074402317,0.02104996145,0.002851204248,0.001036913716,0.001220288803,0.0007840963663,0.006812064443,0.004025722388,0.004310808145,0.000743729528,0.0008127326728,0.00148167822,0.007178836968,0.006989075337,0.003076873487,0.0009256841731,0.001068859245
8,0.09334850311,0.005032927264,0.01939829998,0.002810606966,0.001006758888,0.001174214878,0.0009699267684,0.008028846234,0.004351356067,0.003777066944,0.0007215354126,0.0007598588127,0.001461717184,0.006758864969,0.006466169376,0.003095946508,0.000815581996,0.00106880581
9,0.07828401774,0.004976789467,0.0174323637,0.002753914101,0.001047281083,0.001116359141,0.0007147301803,0.005452677608,0.003607427003,0.003210604889,0.0006981694023,0.0007100381772,0.001461614738,0.006243593991,0.00597800687,0.003114067949,0.0007241892163,0.001064182958
