window_index,RidgeCov,TargetRidge,Trend,Seasonal,EWM,EWMFast,EWMSlow,SeasonalOffset,SeasonalDrift,DampedTrend,MeanRevert,MeanRevertSlow,SeasonalEWM,SeasonalTrend,EWMTrend,ZeroPred,Persistence,HAR_EWM
0,0.3496856391,0.3348061144,0.08495002985,0.03525231779,0.02319272421,0.02195468359,0.0301021114,0.03242762014,0.02672036737,0.03655579314,0.02493322082,0.02100328542,0.02600964904,0.03017450683,0.03178732097,0.672824204,0.02343551069,0.02343551069
1,0.3515242636,0.3332443535,0.08954032511,0.03494991735,0.02280281484,0.02209381759,0.02910921164,0.0316542834,0.02681183256,0.03738721833,0.02472552098,0.02098817192,0.02557250299,0.03116762079,0.03305130824,0.6724870801,0.02344317921,0.02344317921
2,0.3176706135,0.3269013762,0.1074509993,0.03465682641,0.02251835354,0.02246285044,0.03098491021,0.04097529128,0.02709046565,0.04500005767,0.02419999987,0.02107082866,0.02520609647,0.03451256827,0.03701002523,0.6715569496,0.02655381896,0.02355044521
3,0.3242999017,0.3249230981,0.1129898801,0.03422034904,0.02205175161,0.02282991447,0.02908450365,0.03816431761,0.02699958719,0.04611534998,0.0239449963,0.02106886543,0.02463661321,0.03585300222,0.03877114505,0.6706268191,0.02661387622,0.02365790308
4,0.3289614022,0.3216700256,0.1238759235,0.03378669545,0.02195219137,0.02325903811,0.0343577452,0.05582330003,0.02878589369,0.04986900091,0.02367412485,0.02122414112,0.02433550172,0.03815735877,0.0411882475,0.6698150039,0.02792084403,0.02377095819
5,0.3147140741,0.3247970343,0.1133695617,0.03303764388,0.02191673778,0.02338062786,0.03990310058,0.06484044343,0.02987635694,0.04312356189,0.02364289574,0.02091006935,0.02395454608,0.0363834314,0.03891494498,0.6695423126,0.02445057221,0.02379251085
6,0.3331373632,0.3314885497,0.09246560931,0.03218313679,0.02180290781,0.02303874679,0.04063091055,0.05413644388,0.02810533345,0.03316590935,0.02386470884,0.02104894258,0.02350921929,0.0326985456,0.03459956869,0.6694765091,0.02099641599,0.02368559502
7,0.3121660352,0.3237321079,0.107526131,0.031183457,0.02170510031,0.02310326882,0.04467624426,0.07939214259,0.03176103905,0.04068102315,0.02319392748,0.02082700096,0.0230077412,0.03527874872,0.03785707057,0.6690087914,0.02354680561,0.02369693853
8,0.3225913942,0.3309323788,0.08521754295,0.03011276759,0.02153134905,0.02271778323,0.04200847819,0.05769057944,0.0278825704,0.03104228713,0.02341287769,0.02105016261,0.02244930901,0.03113800101,0.03329325467,0.6691419482,0.02065469138,0.02356181294
9,0.3099665046,0.3282754719,0.08608281612,0.02913381159,0.02140893601,0.02248045802,0.0416292958,0.06097027659,0.0280525405,0.03220302984,0.02305042557,0.02087328769,0.0219622571,0.03109460138,0.03358877823,0.6690762043,0.02099455893,0.02346496843
10,0.309266299,0.3324988484,0.07290005684,0.0282232631,0.02134862542,0.0220565591,0.04134214297,0.05292199925,0.02643993497,0.02751479484,0.0231744051,0.02126871608,0.02156154811,0.02861172892,0.03083388321,0.6692068577,0.02032398991,0.02329069376
11,0.3086001575,0.3285086453,0.07603539526,0.02721967734,0.02125578932,0.02184985764,0.03997527435,0.05577975512,0.02644527517,0.02969320118,0.02274545096,0.02091255039,0.02108172886,0.02882822417,0.03157795593,0.6695439219,0.02066082694,0.02317307331
12,0.3063845932,0.3262669146,0.07643765211,0.02619395591,0.02142042667,0.02174103819,0.04918044806,0.08603768796,0.03140401468,0.03070793487,0.02246941626,0.02080230974,0.02077765577,0.02860002406,0.03138753399,0.6698150635,0.02100165002,0.02308657579
13,0.3060115278,0.3161963522,0.09367228299,0.02444271743,0.02113322914,0.02204943448,0.0425873585,0.09051122516,0.03155100346,0.04097158462,0.02196480334,0.02119492181,0.0198249612,0.03127691522,0.0355498381,0.670100987,0.02548428625,0.02315532602
14,0.3075282574,0.3157338202,0.09088679403,0.02295070328,0.0209853705,0.02233354002,0.04211686924,0.09117970616,0.03113923967,0.04043240473,0.02182067744,0.02126648463,0.01906809211,0.03039002419,0.03515280411,0.670100987,0.02548428811,0.02321191691
15,0.3029756248,0.3071231842,0.1096923947,0.02134703659,0.02060576528,0.02300449461,0.03431944922,0.08423347026,0.02926349454,0.05229294673,0.02175153233,0.02287743241,0.01805367135,0.03390841186,0.0402903147,0.6693330407,0.03248191997,0.02337498218
16,0.2996968925,0.3029201925,0.1200252995,0.02006795444,0.02034921572,0.02391584963,0.0311173778,0.08156907558,0.02844767831,0.05837811902,0.02178197354,0.02395508997,0.01722526364,0.03604881465,0.0435076952,0.6680297852,0.03622034565,0.02360756509
17,0.2819006741,0.305126518,0.1121866107,0.01894235611,0.02020897344,0.02460811101,0.0291414056,0.06767294556,0.02529861964,0.05291460082,0.0215705689,0.02313891612,0.01654388197,0.03431421891,0.04218196496,0.6673291326,0.03259981796,0.02377460711
18,0.2995244265,0.3086557984,0.1002437249,0.01811221242,0.02013993636,0.02496328019,0.02875637822,0.05853136256,0.02326732874,0.04536438361,0.02129460312,0.02203384228,0.01608163863,0.03181056306,0.03961400315,0.6664531827,0.02805218287,0.02389560081
19,0.3086842299,0.3092412651,0.09649395943,0.01721445471,0.0201010257,0.02518568188,0.0264340844,0.04729606584,0.02072480507,0.04310768843,0.02116308175,0.0217690859,0.01558541786,0.03097271733,0.03919405863,0.6655851007,0.02680396102,0.0239974577
20,0.2938292921,0.309907794,0.09319368005,0.01651449688,0.02011310309,0.02527146786,0.0235316921,0.03324908391,0.01777138375,0.04099426046,0.0210466627,0.02151160128,0.01518783998,0.03026825748,0.0389502421,0.6647880673,0.0256403666,0.02407237887
21,0.3134971261,0.3058629334,0.103988342,0.0160051547,0.02015336975,0.02561484277,0.02211499959,0.03157697991,0.01730957441,0.04626542702,0.02115601301,0.02226910926,0.01488289982,0.03274295852,0.04227906466,0.6637247801,0.02824923582,0.02421452664
